SDS 2.3 RQ Results	1.2
Filename	143A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-143-A
Run DateTime	Sun Jul 18 10:27:40 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-143-A	Endogenous Control	22.070					false	0/4	false				
27	Analyzed	hsa-miR-125b-4373148	CNMP-143-A	Target	27.897	5.827		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	CNMP-143-A	Target	23.720	1.651		0.000	1.000	false	0/1	false				
29	Analyzed	hsa-miR-127-3p-4373147	CNMP-143-A	Target	29.834	7.765		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	CNMP-143-A	Target	31.913	9.844		0.000	1.000	false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	CNMP-143-A	Target	38.201	16.131		0.000	1.000	false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	CNMP-143-A	Target	32.403	10.333		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	CNMP-143-A	Target	31.115	9.045		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	CNMP-143-A	Target	27.877	5.807		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	CNMP-143-A	Target	34.283	12.213		0.000	1.000	false	0/1	false				
38	Analyzed	hsa-miR-133b-4395358	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
39	Analyzed	hsa-miR-134-4373299	CNMP-143-A	Target	35.186	13.116		0.000	1.000	false	0/1	false				
40	Analyzed	hsa-miR-135a-4373140	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
41	Analyzed	hsa-miR-135b-4395372	CNMP-143-A	Target	29.224	7.155		0.000	1.000	false	0/1	false				
42	Analyzed	hsa-miR-136-4373173	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
43	Analyzed	hsa-miR-137-4373301	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
44	Analyzed	hsa-miR-138-4395395	CNMP-143-A	Target	28.969	6.899		0.000	1.000	false	0/1	false				
45	Analyzed	hsa-miR-139-3p-4395424	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
46	Analyzed	hsa-miR-139-5p-4395400	CNMP-143-A	Target	30.246	8.176		0.000	1.000	false	0/1	false				
47	Analyzed	hsa-miR-140-3p-4395345	CNMP-143-A	Target	30.959	8.890		0.000	1.000	false	0/1	false				
48	Analyzed	hsa-miR-140-5p-4373374	CNMP-143-A	Target	29.144	7.074		0.000	1.000	false	0/1	false				
49	Analyzed	hsa-miR-141-4373137	CNMP-143-A	Target	27.923	5.853		0.000	1.000	false	0/1	false				
50	Analyzed	hsa-miR-142-3p-4373136	CNMP-143-A	Target	28.994	6.925		0.000	1.000	false	0/1	false				
51	Analyzed	hsa-miR-142-5p-4395359	CNMP-143-A	Target	33.243	11.173		0.000	1.000	false	0/1	false				
52	Analyzed	hsa-miR-143-4395360	CNMP-143-A	Target	28.403	6.333		0.000	1.000	false	0/1	false				
53	Analyzed	hsa-miR-145-4395389	CNMP-143-A	Target	24.751	2.682		0.000	1.000	false	0/1	false				
54	Analyzed	hsa-miR-146a-4373132	CNMP-143-A	Target	25.911	3.841		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	CNMP-143-A	Target	33.919	11.849		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	CNMP-143-A	Target	26.530	4.460		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	CNMP-143-A	Target	38.303	16.234		0.000	1.000	false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	CNMP-143-A	Target	30.837	8.767		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	CNMP-143-A	Target	34.677	12.607		0.000	1.000	false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	CNMP-143-A	Target	27.158	5.088		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	CNMP-143-A	Target	24.884	2.814		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	CNMP-143-A	Target	28.232	6.162		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	CNMP-143-A	Target	32.362	10.293		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	CNMP-143-A	Target	30.618	8.548		0.000	1.000	false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	CNMP-143-A	Target	24.610	2.540		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	CNMP-143-A	Target	25.293	3.223		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	CNMP-143-A	Target	29.634	7.564		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	CNMP-143-A	Target	36.646	14.576		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	CNMP-143-A	Target	32.121	10.051		0.000	1.000	false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	CNMP-143-A	Target	33.633	11.563		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	CNMP-143-A	Target	30.521	8.451		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	CNMP-143-A	Target	27.375	5.305		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	CNMP-143-A	Target	32.031	9.961		0.000	1.000	false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	CNMP-143-A	Target	33.791	11.721		0.000	1.000	false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	CNMP-143-A	Target	34.978	12.908		0.000	1.000	false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	CNMP-143-A	Target	24.788	2.718		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	CNMP-143-A	Target	32.492	10.422		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	CNMP-143-A	Target	33.494	11.424		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	CNMP-143-A	Target	31.377	9.307		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	CNMP-143-A	Target	25.094	3.024		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	CNMP-143-A	Target	32.338	10.268		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	CNMP-143-A	Target	29.072	7.002		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	CNMP-143-A	Target	29.843	7.774		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	CNMP-143-A	Target	29.861	7.791		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	CNMP-143-A	Target	38.010	15.941		0.000	1.000	false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	CNMP-143-A	Target	28.732	6.663		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	CNMP-143-A	Target	35.634	13.564		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	CNMP-143-A	Target	33.833	11.763		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	CNMP-143-A	Target	31.073	9.004		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	CNMP-143-A	Target	27.708	5.638		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	CNMP-143-A	Target	28.215	6.145		0.000	1.000	false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	CNMP-143-A	Target	26.590	4.520		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	CNMP-143-A	Target	24.002	1.933		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	CNMP-143-A	Target	32.901	10.831		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	CNMP-143-A	Target	26.541	4.471		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	CNMP-143-A	Target	29.050	6.980		0.000	1.000	false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	CNMP-143-A	Target	25.167	3.097		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	CNMP-143-A	Target	28.421	6.352		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	CNMP-143-A	Target	31.802	9.732		0.000	1.000	false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	CNMP-143-A	Target	25.522	3.453		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	CNMP-143-A	Target	26.150	4.081		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	CNMP-143-A	Target	32.110	10.040		0.000	1.000	false	0/1	false				
112	Analyzed	hsa-miR-214-4395417	CNMP-143-A	Target	27.504	5.434		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	CNMP-143-A	Target	30.662	8.593		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	CNMP-143-A	Target	36.615	14.545		0.000	1.000	false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	CNMP-143-A	Target	34.306	12.236		0.000	1.000	false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	CNMP-143-A	Target	28.401	6.331		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	CNMP-143-A	Target	22.961	0.891		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	CNMP-143-A	Target	24.069	1.999		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	CNMP-143-A	Target	26.859	4.789		0.000	1.000	false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	CNMP-143-A	Target	34.782	12.712		0.000	1.000	false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	CNMP-143-A	Target	34.389	12.319		0.000	1.000	false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	CNMP-143-A	Target	22.622	0.552		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	CNMP-143-A	Target	28.977	6.908		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	CNMP-143-A	Target	26.014	3.944		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	CNMP-143-A	Target	28.787	6.717		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	CNMP-143-A	Target	26.291	4.221		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	CNMP-143-A	Target	29.773	7.703		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	CNMP-143-A	Target	26.175	4.105		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	CNMP-143-A	Target	28.213	6.143		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	CNMP-143-A	Target	33.377	11.307		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	CNMP-143-A	Target	25.689	3.619		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	CNMP-143-A	Target	32.099	10.029		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	CNMP-143-A	Target	30.427	8.358		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	CNMP-143-A	Target	31.876	9.807		0.000	1.000	false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	CNMP-143-A	Target	34.494	12.425		0.000	1.000	false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	CNMP-143-A	Target	25.989	3.919		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	CNMP-143-A	Target	25.800	3.731		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	CNMP-143-A	Target	31.946	9.877		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	CNMP-143-A	Target	33.799	11.729		0.000	1.000	false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	CNMP-143-A	Target	25.525	3.455		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	CNMP-143-A	Target	32.353	10.284		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	CNMP-143-A	Target	29.285	7.216		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	CNMP-143-A	Target	29.325	7.255		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	CNMP-143-A	Target	28.886	6.816		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	CNMP-143-A	Target	34.702	12.632		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	CNMP-143-A	Target	26.289	4.219		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	CNMP-143-A	Target	35.360	13.290		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	CNMP-143-A	Target	33.899	11.829		0.000	1.000	false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	CNMP-143-A	Target	38.150	16.080		0.000	1.000	false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	CNMP-143-A	Target	30.451	8.382		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	CNMP-143-A	Target	32.955	10.885		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	CNMP-143-A	Target	30.157	8.088		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	CNMP-143-A	Target	25.394	3.324		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	CNMP-143-A	Target	27.478	5.408		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	CNMP-143-A	Target	26.312	4.242		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	CNMP-143-A	Target	32.690	10.620		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	CNMP-143-A	Target	31.675	9.605		0.000	1.000	false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	CNMP-143-A	Target	30.671	8.602		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	CNMP-143-A	Target	38.755	16.685		0.000	1.000	false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	CNMP-143-A	Target	29.729	7.659		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	CNMP-143-A	Target	30.876	8.807		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	CNMP-143-A	Target	28.197	6.127		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	CNMP-143-A	Target	28.805	6.735		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	CNMP-143-A	Target	34.348	12.278		0.000	1.000	false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	CNMP-143-A	Target	36.076	14.006		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	CNMP-143-A	Target	33.864	11.794		0.000	1.000	false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	CNMP-143-A	Target	37.305	15.236		0.000	1.000	false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	CNMP-143-A	Target	33.957	11.887		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	CNMP-143-A	Target	36.034	13.965		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	CNMP-143-A	Target	30.166	8.096		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	CNMP-143-A	Target	34.787	12.718		0.000	1.000	false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
213	Analyzed	hsa-miR-425-4380926	CNMP-143-A	Target	29.403	7.333		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	CNMP-143-A	Target	30.528	8.458		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	CNMP-143-A	Target	36.112	14.043		0.000	1.000	false	0/1	false				
217	Analyzed	hsa-miR-448-4373206	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	CNMP-143-A	Target	32.180	10.111		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	CNMP-143-A	Target	34.191	12.121		0.000	1.000	false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	CNMP-143-A	Target	36.475	14.405		0.000	1.000	false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	CNMP-143-A	Target	33.171	11.101		0.000	1.000	false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	CNMP-143-A	Target	32.955	10.885		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	CNMP-143-A	Target	28.805	6.736		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	CNMP-143-A	Target	33.191	11.121		0.000	1.000	false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	CNMP-143-A	Target	32.276	10.206		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	CNMP-143-A	Target	33.088	11.018		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	CNMP-143-A	Target	24.332	2.262		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	CNMP-143-A	Target	33.089	11.020		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	CNMP-143-A	Target	35.560	13.491		0.000	1.000	false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	CNMP-143-A	Target	28.401	6.331		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	CNMP-143-A	Target	37.927	15.857		0.000	1.000	false	0/1	false				
236	Analyzed	hsa-miR-487b-4378102	CNMP-143-A	Target	34.538	12.468		0.000	1.000	false	0/1	false				
237	Analyzed	hsa-miR-488-4395468	CNMP-143-A	Target	40.000	17.930				false	0/1	false				
238	Analyzed	hsa-miR-489-4395469	CNMP-143-A	Target	33.367	11.297		0.000	1.000	false	0/1	false				
239	Analyzed	hsa-miR-490-3p-4373215	CNMP-143-A	Target	38.245	16.176		0.000	1.000	false	0/1	false				
