SDS 2.3 RQ Results	1.2
Filename	148A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-148-A
Run DateTime	Tue Jul 20 13:56:08 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-148-A	Endogenous Control	20.169					false	0/4	false				
32	Analyzed	hsa-miR-129-3p-4373297	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	CNMP-148-A	Target	30.659	10.490		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	CNMP-148-A	Target	32.328	12.159		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	CNMP-148-A	Target	28.079	7.910		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	CNMP-148-A	Target	29.684	9.515		0.000	1.000	false	0/1	false				
38	Analyzed	hsa-miR-133b-4395358	CNMP-148-A	Target	33.568	13.399		0.000	1.000	false	0/1	false				
39	Analyzed	hsa-miR-134-4373299	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
40	Analyzed	hsa-miR-135a-4373140	CNMP-148-A	Target	34.867	14.698		0.000	1.000	false	0/1	false				
41	Analyzed	hsa-miR-135b-4395372	CNMP-148-A	Target	29.423	9.254		0.000	1.000	false	0/1	false				
42	Analyzed	hsa-miR-136-4373173	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
43	Analyzed	hsa-miR-137-4373301	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
44	Analyzed	hsa-miR-138-4395395	CNMP-148-A	Target	28.286	8.117		0.000	1.000	false	0/1	false				
45	Analyzed	hsa-miR-139-3p-4395424	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
46	Analyzed	hsa-miR-139-5p-4395400	CNMP-148-A	Target	29.016	8.847		0.000	1.000	false	0/1	false				
47	Analyzed	hsa-miR-140-3p-4395345	CNMP-148-A	Target	30.054	9.885		0.000	1.000	false	0/1	false				
48	Analyzed	hsa-miR-140-5p-4373374	CNMP-148-A	Target	27.313	7.144		0.000	1.000	false	0/1	false				
49	Analyzed	hsa-miR-141-4373137	CNMP-148-A	Target	29.011	8.842		0.000	1.000	false	0/1	false				
50	Analyzed	hsa-miR-142-3p-4373136	CNMP-148-A	Target	29.213	9.044		0.000	1.000	false	0/1	false				
51	Analyzed	hsa-miR-142-5p-4395359	CNMP-148-A	Target	34.396	14.227		0.000	1.000	false	0/1	false				
52	Analyzed	hsa-miR-143-4395360	CNMP-148-A	Target	26.214	6.045		0.000	1.000	false	0/1	false				
53	Analyzed	hsa-miR-145-4395389	CNMP-148-A	Target	22.985	2.816		0.000	1.000	false	0/1	false				
54	Analyzed	hsa-miR-146a-4373132	CNMP-148-A	Target	24.956	4.788		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	CNMP-148-A	Target	34.793	14.625		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	CNMP-148-A	Target	25.666	5.497		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	CNMP-148-A	Target	29.848	9.679		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	CNMP-148-A	Target	32.962	12.793		0.000	1.000	false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	CNMP-148-A	Target	31.927	11.759		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	CNMP-148-A	Target	23.865	3.697		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	CNMP-148-A	Target	30.230	10.061		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	CNMP-148-A	Target	36.100	15.931		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	CNMP-148-A	Target	28.510	8.341		0.000	1.000	false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	CNMP-148-A	Target	24.040	3.871		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	CNMP-148-A	Target	25.180	5.011		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	CNMP-148-A	Target	30.094	9.926		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	CNMP-148-A	Target	35.855	15.686		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	CNMP-148-A	Target	34.517	14.348		0.000	1.000	false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	CNMP-148-A	Target	34.930	14.761		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	CNMP-148-A	Target	30.695	10.526		0.000	1.000	false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	CNMP-148-A	Target	31.716	11.548		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	CNMP-148-A	Target	27.476	7.307		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	CNMP-148-A	Target	39.472	19.303		0.000	1.000	false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	CNMP-148-A	Target	34.317	14.148		0.000	1.000	false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	CNMP-148-A	Target	36.824	16.655		0.000	1.000	false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	CNMP-148-A	Target	24.358	4.189		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	CNMP-148-A	Target	27.038	6.870		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	CNMP-148-A	Target	32.784	12.615		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	CNMP-148-A	Target	32.485	12.316		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	CNMP-148-A	Target	27.394	7.225		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	CNMP-148-A	Target	27.338	7.169		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	CNMP-148-A	Target	26.876	6.707		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	CNMP-148-A	Target	34.316	14.147		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	CNMP-148-A	Target	31.002	10.833		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	CNMP-148-A	Target	26.125	5.956		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	CNMP-148-A	Target	34.427	14.258		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	CNMP-148-A	Target	33.378	13.209		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	CNMP-148-A	Target	30.938	10.770		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	CNMP-148-A	Target	27.212	7.043		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	CNMP-148-A	Target	27.222	7.053		0.000	1.000	false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	CNMP-148-A	Target	24.339	4.170		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	CNMP-148-A	Target	24.261	4.092		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	CNMP-148-A	Target	33.462	13.293		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	CNMP-148-A	Target	27.788	7.619		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	CNMP-148-A	Target	32.288	12.119		0.000	1.000	false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	CNMP-148-A	Target	32.381	12.212		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	CNMP-148-A	Target	27.048	6.879		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	CNMP-148-A	Target	31.981	11.812		0.000	1.000	false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	CNMP-148-A	Target	25.579	5.410		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	CNMP-148-A	Target	29.310	9.142		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	CNMP-148-A	Target	32.418	12.249		0.000	1.000	false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	CNMP-148-A	Target	32.275	12.106		0.000	1.000	false	0/1	false				
112	Analyzed	hsa-miR-214-4395417	CNMP-148-A	Target	28.154	7.985		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	CNMP-148-A	Target	34.872	14.703		0.000	1.000	false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	CNMP-148-A	Target	29.665	9.496		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	CNMP-148-A	Target	34.941	14.773		0.000	1.000	false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	CNMP-148-A	Target	29.588	9.419		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	CNMP-148-A	Target	22.788	2.620		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	CNMP-148-A	Target	18.910	-1.259		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	CNMP-148-A	Target	31.054	10.885		0.000	1.000	false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	CNMP-148-A	Target	31.389	11.220		0.000	1.000	false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	CNMP-148-A	Target	23.017	2.848		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	CNMP-148-A	Target	29.265	9.096		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	CNMP-148-A	Target	24.335	4.166		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	CNMP-148-A	Target	27.012	6.844		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	CNMP-148-A	Target	27.012	6.844		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	CNMP-148-A	Target	29.004	8.835		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	CNMP-148-A	Target	26.627	6.458		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	CNMP-148-A	Target	28.766	8.597		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	CNMP-148-A	Target	34.637	14.468		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	CNMP-148-A	Target	24.282	4.113		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	CNMP-148-A	Target	31.864	11.695		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	CNMP-148-A	Target	28.257	8.088		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	CNMP-148-A	Target	33.981	13.812		0.000	1.000	false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	CNMP-148-A	Target	24.785	4.616		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	CNMP-148-A	Target	23.726	3.557		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	CNMP-148-A	Target	25.531	5.362		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	CNMP-148-A	Target	37.569	17.400		0.000	1.000	false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	CNMP-148-A	Target	25.576	5.407		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	CNMP-148-A	Target	32.413	12.244		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	CNMP-148-A	Target	31.079	10.910		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	CNMP-148-A	Target	31.728	11.559		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	CNMP-148-A	Target	37.517	17.348		0.000	1.000	false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	CNMP-148-A	Target	30.137	9.968		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	CNMP-148-A	Target	36.199	16.031		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	CNMP-148-A	Target	26.820	6.651		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	CNMP-148-A	Target	35.127	14.958		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	CNMP-148-A	Target	32.274	12.106		0.000	1.000	false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	CNMP-148-A	Target	37.645	17.476		0.000	1.000	false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	CNMP-148-A	Target	34.248	14.079		0.000	1.000	false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	CNMP-148-A	Target	30.982	10.813		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	CNMP-148-A	Target	34.060	13.891		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	CNMP-148-A	Target	31.741	11.572		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	CNMP-148-A	Target	25.370	5.201		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	CNMP-148-A	Target	37.989	17.820		0.000	1.000	false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	CNMP-148-A	Target	28.232	8.063		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	CNMP-148-A	Target	27.136	6.967		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	CNMP-148-A	Target	31.922	11.753		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	CNMP-148-A	Target	31.981	11.813		0.000	1.000	false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	CNMP-148-A	Target	35.616	15.447		0.000	1.000	false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	CNMP-148-A	Target	32.870	12.701		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	CNMP-148-A	Target	35.650	15.481		0.000	1.000	false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	CNMP-148-A	Target	29.025	8.857		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	CNMP-148-A	Target	30.778	10.609		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	CNMP-148-A	Target	26.969	6.800		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	CNMP-148-A	Target	27.451	7.282		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	CNMP-148-A	Target	35.022	14.853		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	CNMP-148-A	Target	34.480	14.311		0.000	1.000	false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	CNMP-148-A	Target	35.799	15.630		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	CNMP-148-A	Target	38.191	18.022		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	CNMP-148-A	Target	31.135	10.967		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	CNMP-148-A	Target	33.048	12.879		0.000	1.000	false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
213	Analyzed	hsa-miR-425-4380926	CNMP-148-A	Target	30.057	9.888		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	CNMP-148-A	Target	28.964	8.795		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	CNMP-148-A	Target	34.866	14.698		0.000	1.000	false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	CNMP-148-A	Target	38.577	18.408		0.000	1.000	false	0/1	false				
217	Analyzed	hsa-miR-448-4373206	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	CNMP-148-A	Target	30.455	10.287		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	CNMP-148-A	Target	31.165	10.996		0.000	1.000	false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	CNMP-148-A	Target	30.037	9.868		0.000	1.000	false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	CNMP-148-A	Target	33.941	13.772		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	CNMP-148-A	Target	28.947	8.778		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	CNMP-148-A	Target	32.704	12.535		0.000	1.000	false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	CNMP-148-A	Target	31.638	11.469		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	CNMP-148-A	Target	32.896	12.727		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	CNMP-148-A	Target	25.410	5.241		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	CNMP-148-A	Target	36.200	16.032		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	CNMP-148-A	Target	35.710	15.541		0.000	1.000	false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	CNMP-148-A	Target	28.965	8.796		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
236	Analyzed	hsa-miR-487b-4378102	CNMP-148-A	Target	34.757	14.588		0.000	1.000	false	0/1	false				
237	Analyzed	hsa-miR-488-4395468	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
238	Analyzed	hsa-miR-489-4395469	CNMP-148-A	Target	31.579	11.410		0.000	1.000	false	0/1	false				
239	Analyzed	hsa-miR-490-3p-4373215	CNMP-148-A	Target	40.000	19.831				false	0/1	false				
