SDS 2.3 RQ Results	1.2
Filename	141A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-141-A
Run DateTime	Mon Jul 12 13:55:44 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-141-A	Endogenous Control	23.189					false	0/4	false				
27	Analyzed	hsa-miR-125b-4373148	CNMP-141-A	Target	27.586	4.398		0.000	1.000	false	0/1	false				
28	Analyzed	hsa-miR-126-4395339	CNMP-141-A	Target	27.277	4.089		0.000	1.000	false	0/1	false				
29	Analyzed	hsa-miR-127-3p-4373147	CNMP-141-A	Target	29.103	5.914		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	CNMP-141-A	Target	39.023	15.835		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	CNMP-141-A	Target	38.234	15.045		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	CNMP-141-A	Target	33.037	9.848		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	CNMP-141-A	Target	36.815	13.627		0.000	1.000	false	0/1	false				
38	Analyzed	hsa-miR-133b-4395358	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
39	Analyzed	hsa-miR-134-4373299	CNMP-141-A	Target	35.897	12.709		0.000	1.000	false	0/1	false				
40	Analyzed	hsa-miR-135a-4373140	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
41	Analyzed	hsa-miR-135b-4395372	CNMP-141-A	Target	33.708	10.519		0.000	1.000	false	0/1	false				
42	Analyzed	hsa-miR-136-4373173	CNMP-141-A	Target	38.883	15.695		0.000	1.000	false	0/1	false				
43	Analyzed	hsa-miR-137-4373301	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
44	Analyzed	hsa-miR-138-4395395	CNMP-141-A	Target	32.596	9.407		0.000	1.000	false	0/1	false				
45	Analyzed	hsa-miR-139-3p-4395424	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
46	Analyzed	hsa-miR-139-5p-4395400	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
47	Analyzed	hsa-miR-140-3p-4395345	CNMP-141-A	Target	34.522	11.334		0.000	1.000	false	0/1	false				
48	Analyzed	hsa-miR-140-5p-4373374	CNMP-141-A	Target	31.499	8.311		0.000	1.000	false	0/1	false				
49	Analyzed	hsa-miR-141-4373137	CNMP-141-A	Target	32.490	9.301		0.000	1.000	false	0/1	false				
50	Analyzed	hsa-miR-142-3p-4373136	CNMP-141-A	Target	31.004	7.816		0.000	1.000	false	0/1	false				
51	Analyzed	hsa-miR-142-5p-4395359	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
52	Analyzed	hsa-miR-143-4395360	CNMP-141-A	Target	30.255	7.066		0.000	1.000	false	0/1	false				
53	Analyzed	hsa-miR-145-4395389	CNMP-141-A	Target	27.154	3.966		0.000	1.000	false	0/1	false				
54	Analyzed	hsa-miR-146a-4373132	CNMP-141-A	Target	27.448	4.259		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	CNMP-141-A	Target	32.926	9.738		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	CNMP-141-A	Target	27.779	4.590		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	CNMP-141-A	Target	34.175	10.987		0.000	1.000	false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	CNMP-141-A	Target	34.037	10.848		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	CNMP-141-A	Target	38.885	15.696		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	CNMP-141-A	Target	27.219	4.031		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	CNMP-141-A	Target	31.965	8.777		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	CNMP-141-A	Target	33.289	10.101		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	CNMP-141-A	Target	28.059	4.870		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	CNMP-141-A	Target	29.950	6.761		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	CNMP-141-A	Target	32.147	8.958		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	CNMP-141-A	Target	36.992	13.804		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	CNMP-141-A	Target	38.478	15.290		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	CNMP-141-A	Target	38.342	15.153		0.000	1.000	false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	CNMP-141-A	Target	32.096	8.907		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	CNMP-141-A	Target	29.659	6.470		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	CNMP-141-A	Target	27.121	3.932		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	CNMP-141-A	Target	34.809	11.621		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	CNMP-141-A	Target	34.210	11.022		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	CNMP-141-A	Target	29.970	6.782		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	CNMP-141-A	Target	28.766	5.578		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	CNMP-141-A	Target	31.790	8.602		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	CNMP-141-A	Target	37.843	14.654		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	CNMP-141-A	Target	32.757	9.569		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	CNMP-141-A	Target	31.034	7.846		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	CNMP-141-A	Target	34.414	11.226		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	CNMP-141-A	Target	35.496	12.307		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	CNMP-141-A	Target	39.755	16.566		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	CNMP-141-A	Target	29.844	6.656		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	CNMP-141-A	Target	30.561	7.372		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	CNMP-141-A	Target	27.387	4.198		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	CNMP-141-A	Target	34.022	10.834		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	CNMP-141-A	Target	34.535	11.347		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	CNMP-141-A	Target	36.188	13.000		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	CNMP-141-A	Target	32.122	8.934		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	CNMP-141-A	Target	28.822	5.634		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	CNMP-141-A	Target	30.223	7.034		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	CNMP-141-A	Target	33.246	10.058		0.000	1.000	false	0/1	false				
112	Analyzed	hsa-miR-214-4395417	CNMP-141-A	Target	29.724	6.535		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	CNMP-141-A	Target	34.330	11.141		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	CNMP-141-A	Target	30.370	7.182		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	CNMP-141-A	Target	25.549	2.360		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	CNMP-141-A	Target	25.737	2.548		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	CNMP-141-A	Target	26.644	3.455		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	CNMP-141-A	Target	30.360	7.171		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	CNMP-141-A	Target	29.093	5.905		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	CNMP-141-A	Target	33.494	10.305		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	CNMP-141-A	Target	29.055	5.866		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	CNMP-141-A	Target	31.990	8.801		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	CNMP-141-A	Target	27.502	4.313		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	CNMP-141-A	Target	32.384	9.195		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	CNMP-141-A	Target	35.724	12.535		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	CNMP-141-A	Target	26.966	3.777		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	CNMP-141-A	Target	34.576	11.387		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	CNMP-141-A	Target	31.952	8.764		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	CNMP-141-A	Target	34.895	11.707		0.000	1.000	false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	CNMP-141-A	Target	29.521	6.332		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	CNMP-141-A	Target	28.341	5.152		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	CNMP-141-A	Target	28.766	5.578		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	CNMP-141-A	Target	26.889	3.700		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	CNMP-141-A	Target	32.910	9.722		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	CNMP-141-A	Target	30.455	7.267		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	CNMP-141-A	Target	31.900	8.711		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	CNMP-141-A	Target	31.191	8.003		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	CNMP-141-A	Target	38.452	15.263		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	CNMP-141-A	Target	28.046	4.857		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	CNMP-141-A	Target	31.245	8.056		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	CNMP-141-A	Target	31.253	8.065		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	CNMP-141-A	Target	34.741	11.552		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	CNMP-141-A	Target	32.847	9.658		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	CNMP-141-A	Target	28.311	5.122		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	CNMP-141-A	Target	30.085	6.897		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	CNMP-141-A	Target	29.240	6.051		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	CNMP-141-A	Target	39.305	16.117		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	CNMP-141-A	Target	35.162	11.974		0.000	1.000	false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	CNMP-141-A	Target	33.975	10.786		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	CNMP-141-A	Target	32.403	9.215		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	CNMP-141-A	Target	34.216	11.027		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	CNMP-141-A	Target	31.265	8.077		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	CNMP-141-A	Target	31.057	7.868		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	CNMP-141-A	Target	38.116	14.928		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	CNMP-141-A	Target	39.685	16.496		0.000	1.000	false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	CNMP-141-A	Target	36.140	12.951		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	CNMP-141-A	Target	35.952	12.763		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	CNMP-141-A	Target	31.590	8.401		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
213	Analyzed	hsa-miR-425-4380926	CNMP-141-A	Target	31.909	8.721		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	CNMP-141-A	Target	35.101	11.912		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
217	Analyzed	hsa-miR-448-4373206	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	CNMP-141-A	Target	35.453	12.264		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	CNMP-141-A	Target	37.001	13.813		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	CNMP-141-A	Target	35.531	12.342		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	CNMP-141-A	Target	33.282	10.094		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	CNMP-141-A	Target	31.912	8.723		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	CNMP-141-A	Target	26.400	3.211		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	CNMP-141-A	Target	35.395	12.206		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	CNMP-141-A	Target	33.409	10.221		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
236	Analyzed	hsa-miR-487b-4378102	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
237	Analyzed	hsa-miR-488-4395468	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
238	Analyzed	hsa-miR-489-4395469	CNMP-141-A	Target	34.820	11.631		0.000	1.000	false	0/1	false				
239	Analyzed	hsa-miR-490-3p-4373215	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
240	Analyzed	hsa-miR-491-3p-4395471	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
241	Analyzed	hsa-miR-491-5p-4381053	CNMP-141-A	Target	31.189	8.001		0.000	1.000	false	0/1	false				
242	Analyzed	hsa-miR-492-4373217	CNMP-141-A	Target	40.000	16.811				false	0/1	false				
243	Analyzed	hsa-miR-493-4395475	CNMP-141-A	Target	38.831	15.643		0.000	1.000	false	0/1	false				
244	Analyzed	hsa-miR-494-4395476	CNMP-141-A	Target	23.480	0.292		0.000	1.000	false	0/1	false				
