SDS 2.3 RQ Results	1.2
Filename	137A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-137-A
Run DateTime	Sun Jul 11 13:16:44 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-137-A	Endogenous Control	20.252					false	0/4	false				
29	Analyzed	hsa-miR-127-3p-4373147	CNMP-137-A	Target	30.102	9.851		0.000	1.000	false	0/1	false				
30	Analyzed	hsa-miR-127-5p-4395340	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
31	Analyzed	hsa-miR-128-4395327	CNMP-137-A	Target	34.018	13.766		0.000	1.000	false	0/1	false				
32	Analyzed	hsa-miR-129-3p-4373297	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
33	Analyzed	hsa-miR-129-5p-4373171	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
34	Analyzed	hsa-miR-130a-4373145	CNMP-137-A	Target	30.702	10.450		0.000	1.000	false	0/1	false				
35	Analyzed	hsa-miR-130b-4373144	CNMP-137-A	Target	31.765	11.513		0.000	1.000	false	0/1	false				
36	Analyzed	hsa-miR-132-4373143	CNMP-137-A	Target	27.785	7.534		0.000	1.000	false	0/1	false				
37	Analyzed	hsa-miR-133a-4395357	CNMP-137-A	Target	31.297	11.046		0.000	1.000	false	0/1	false				
38	Analyzed	hsa-miR-133b-4395358	CNMP-137-A	Target	34.300	14.049		0.000	1.000	false	0/1	false				
39	Analyzed	hsa-miR-134-4373299	CNMP-137-A	Target	35.569	15.317		0.000	1.000	false	0/1	false				
40	Analyzed	hsa-miR-135a-4373140	CNMP-137-A	Target	34.908	14.656		0.000	1.000	false	0/1	false				
41	Analyzed	hsa-miR-135b-4395372	CNMP-137-A	Target	28.362	8.110		0.000	1.000	false	0/1	false				
42	Analyzed	hsa-miR-136-4373173	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
43	Analyzed	hsa-miR-137-4373301	CNMP-137-A	Target	34.525	14.274		0.000	1.000	false	0/1	false				
44	Analyzed	hsa-miR-138-4395395	CNMP-137-A	Target	30.226	9.974		0.000	1.000	false	0/1	false				
45	Analyzed	hsa-miR-139-3p-4395424	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
46	Analyzed	hsa-miR-139-5p-4395400	CNMP-137-A	Target	30.972	10.720		0.000	1.000	false	0/1	false				
47	Analyzed	hsa-miR-140-3p-4395345	CNMP-137-A	Target	29.991	9.740		0.000	1.000	false	0/1	false				
48	Analyzed	hsa-miR-140-5p-4373374	CNMP-137-A	Target	26.831	6.580		0.000	1.000	false	0/1	false				
49	Analyzed	hsa-miR-141-4373137	CNMP-137-A	Target	29.887	9.635		0.000	1.000	false	0/1	false				
50	Analyzed	hsa-miR-142-3p-4373136	CNMP-137-A	Target	28.213	7.962		0.000	1.000	false	0/1	false				
51	Analyzed	hsa-miR-142-5p-4395359	CNMP-137-A	Target	35.394	15.143		0.000	1.000	false	0/1	false				
52	Analyzed	hsa-miR-143-4395360	CNMP-137-A	Target	26.564	6.313		0.000	1.000	false	0/1	false				
53	Analyzed	hsa-miR-145-4395389	CNMP-137-A	Target	24.025	3.773		0.000	1.000	false	0/1	false				
54	Analyzed	hsa-miR-146a-4373132	CNMP-137-A	Target	24.855	4.604		0.000	1.000	false	0/1	false				
55	Analyzed	hsa-miR-146b-3p-4395472	CNMP-137-A	Target	36.218	15.966		0.000	1.000	false	0/1	false				
56	Analyzed	hsa-miR-146b-5p-4373178	CNMP-137-A	Target	24.671	4.419		0.000	1.000	false	0/1	false				
57	Analyzed	hsa-miR-147-4373131	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
58	Analyzed	hsa-miR-147b-4395373	CNMP-137-A	Target	35.120	14.868		0.000	1.000	false	0/1	false				
59	Analyzed	hsa-miR-148a-4373130	CNMP-137-A	Target	31.024	10.773		0.000	1.000	false	0/1	false				
60	Analyzed	hsa-miR-148b-4373129	CNMP-137-A	Target	33.106	12.855		0.000	1.000	false	0/1	false				
61	Analyzed	hsa-miR-149-4395366	CNMP-137-A	Target	30.608	10.356		0.000	1.000	false	0/1	false				
62	Analyzed	hsa-miR-150-4373127	CNMP-137-A	Target	24.718	4.466		0.000	1.000	false	0/1	false				
63	Analyzed	hsa-miR-152-4395170	CNMP-137-A	Target	29.336	9.084		0.000	1.000	false	0/1	false				
64	Analyzed	hsa-miR-153-4373305	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
65	Analyzed	hsa-miR-154-4373270	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
66	Analyzed	hsa-miR-15a-4373123	CNMP-137-A	Target	32.527	12.275		0.000	1.000	false	0/1	false				
67	Analyzed	hsa-miR-15b-4373122	CNMP-137-A	Target	29.648	9.396		0.000	1.000	false	0/1	false				
68	Analyzed	hsa-miR-16-4373121	CNMP-137-A	Target	24.247	3.996		0.000	1.000	false	0/1	false				
69	Analyzed	hsa-miR-17-4395419	CNMP-137-A	Target	24.121	3.869		0.000	1.000	false	0/1	false				
70	Analyzed	hsa-miR-181a-4373117	CNMP-137-A	Target	29.581	9.329		0.000	1.000	false	0/1	false				
71	Analyzed	hsa-miR-181c-4373115	CNMP-137-A	Target	36.000	15.748		0.000	1.000	false	0/1	false				
72	Analyzed	hsa-miR-182-4395445	CNMP-137-A	Target	32.651	12.399		0.000	1.000	false	0/1	false				
73	Analyzed	hsa-miR-183-4395380	CNMP-137-A	Target	33.111	12.860		0.000	1.000	false	0/1	false				
74	Analyzed	hsa-miR-184-4373113	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
75	Analyzed	hsa-miR-185-4395382	CNMP-137-A	Target	31.573	11.321		0.000	1.000	false	0/1	false				
76	Analyzed	hsa-miR-186-4395396	CNMP-137-A	Target	27.508	7.256		0.000	1.000	false	0/1	false				
77	Analyzed	hsa-miR-187-4373307	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
78	Analyzed	hsa-miR-188-3p-4395217	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
79	Analyzed	hsa-miR-18a-4395533	CNMP-137-A	Target	32.617	12.365		0.000	1.000	false	0/1	false				
80	Analyzed	hsa-miR-18b-4395328	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
81	Analyzed	hsa-miR-190-4373110	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
82	Analyzed	hsa-miR-191-4395410	CNMP-137-A	Target	24.115	3.863		0.000	1.000	false	0/1	false				
83	Analyzed	hsa-miR-192-4373108	CNMP-137-A	Target	32.379	12.127		0.000	1.000	false	0/1	false				
84	Analyzed	hsa-miR-193a-3p-4395361	CNMP-137-A	Target	33.136	12.885		0.000	1.000	false	0/1	false				
85	Analyzed	hsa-miR-193a-5p-4395392	CNMP-137-A	Target	31.120	10.869		0.000	1.000	false	0/1	false				
86	Analyzed	hsa-miR-193b-4395478	CNMP-137-A	Target	26.371	6.119		0.000	1.000	false	0/1	false				
87	Analyzed	hsa-miR-194-4373106	CNMP-137-A	Target	34.531	14.280		0.000	1.000	false	0/1	false				
88	Analyzed	hsa-miR-195-4373105	CNMP-137-A	Target	26.796	6.544		0.000	1.000	false	0/1	false				
89	Analyzed	hsa-miR-196b-4395326	CNMP-137-A	Target	37.659	17.408		0.000	1.000	false	0/1	false				
90	Analyzed	hsa-miR-197-4373102	CNMP-137-A	Target	30.629	10.377		0.000	1.000	false	0/1	false				
91	Analyzed	hsa-miR-198-4395384	CNMP-137-A	Target	36.809	16.557		0.000	1.000	false	0/1	false				
92	Analyzed	hsa-miR-199a-3p-4395415	CNMP-137-A	Target	25.529	5.277		0.000	1.000	false	0/1	false				
93	Analyzed	hsa-miR-199a-5p-4373272	CNMP-137-A	Target	34.459	14.207		0.000	1.000	false	0/1	false				
94	Analyzed	hsa-miR-199b-5p-4373100	CNMP-137-A	Target	36.355	16.104		0.000	1.000	false	0/1	false				
95	Analyzed	hsa-miR-19a-4373099	CNMP-137-A	Target	29.609	9.357		0.000	1.000	false	0/1	false				
96	Analyzed	hsa-miR-19b-4373098	CNMP-137-A	Target	25.786	5.534		0.000	1.000	false	0/1	false				
97	Analyzed	hsa-miR-200a-4378069	CNMP-137-A	Target	29.760	9.509		0.000	1.000	false	0/1	false				
98	Analyzed	hsa-miR-200b-4395362	CNMP-137-A	Target	26.528	6.277		0.000	1.000	false	0/1	false				
99	Analyzed	hsa-miR-200c-4395411	CNMP-137-A	Target	24.895	4.643		0.000	1.000	false	0/1	false				
100	Analyzed	hsa-miR-202-4395474	CNMP-137-A	Target	32.265	12.014		0.000	1.000	false	0/1	false				
101	Analyzed	hsa-miR-203-4373095	CNMP-137-A	Target	29.519	9.267		0.000	1.000	false	0/1	false				
102	Analyzed	hsa-miR-204-4373094	CNMP-137-A	Target	32.182	11.930		0.000	1.000	false	0/1	false				
103	Analyzed	hsa-miR-205-4373093	CNMP-137-A	Target	33.654	13.402		0.000	1.000	false	0/1	false				
104	Analyzed	hsa-miR-208-4373091	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
105	Analyzed	hsa-miR-208b-4395401	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
106	Analyzed	hsa-miR-20a-4373286	CNMP-137-A	Target	26.448	6.197		0.000	1.000	false	0/1	false				
107	Analyzed	hsa-miR-20b-4373263	CNMP-137-A	Target	33.093	12.842		0.000	1.000	false	0/1	false				
108	Analyzed	hsa-miR-21-4373090	CNMP-137-A	Target	24.453	4.201		0.000	1.000	false	0/1	false				
109	Analyzed	hsa-miR-210-4373089	CNMP-137-A	Target	27.399	7.148		0.000	1.000	false	0/1	false				
110	Analyzed	hsa-miR-211-4373088	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
111	Analyzed	hsa-miR-212-4373087	CNMP-137-A	Target	31.727	11.475		0.000	1.000	false	0/1	false				
112	Analyzed	hsa-miR-214-4395417	CNMP-137-A	Target	27.747	7.495		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	CNMP-137-A	Target	35.991	15.739		0.000	1.000	false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	CNMP-137-A	Target	30.235	9.984		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	CNMP-137-A	Target	36.489	16.237		0.000	1.000	false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	CNMP-137-A	Target	33.700	13.448		0.000	1.000	false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	CNMP-137-A	Target	27.762	7.511		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	CNMP-137-A	Target	22.505	2.253		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	CNMP-137-A	Target	23.703	3.451		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	CNMP-137-A	Target	27.553	7.302		0.000	1.000	false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	CNMP-137-A	Target	30.772	10.520		0.000	1.000	false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	CNMP-137-A	Target	22.750	2.499		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	CNMP-137-A	Target	28.939	8.687		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	CNMP-137-A	Target	24.949	4.697		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	CNMP-137-A	Target	27.436	7.185		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	CNMP-137-A	Target	26.574	6.322		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	CNMP-137-A	Target	27.933	7.682		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	CNMP-137-A	Target	27.315	7.063		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	CNMP-137-A	Target	28.916	8.664		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	CNMP-137-A	Target	35.541	15.289		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	CNMP-137-A	Target	34.175	13.923		0.000	1.000	false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	CNMP-137-A	Target	23.330	3.078		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	CNMP-137-A	Target	31.227	10.976		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	CNMP-137-A	Target	27.399	7.148		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	CNMP-137-A	Target	30.886	10.634		0.000	1.000	false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	CNMP-137-A	Target	35.582	15.330		0.000	1.000	false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	CNMP-137-A	Target	25.472	5.220		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	CNMP-137-A	Target	24.850	4.598		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	CNMP-137-A	Target	29.533	9.281		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	CNMP-137-A	Target	34.602	14.350		0.000	1.000	false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	CNMP-137-A	Target	25.987	5.735		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	CNMP-137-A	Target	32.945	12.693		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	CNMP-137-A	Target	29.579	9.328		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	CNMP-137-A	Target	28.951	8.700		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	CNMP-137-A	Target	30.212	9.960		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	CNMP-137-A	Target	37.883	17.632		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	CNMP-137-A	Target	27.111	6.859		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	CNMP-137-A	Target	35.299	15.048		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	CNMP-137-A	Target	32.121	11.869		0.000	1.000	false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	CNMP-137-A	Target	34.235	13.984		0.000	1.000	false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	CNMP-137-A	Target	38.975	18.723		0.000	1.000	false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	CNMP-137-A	Target	30.096	9.844		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	CNMP-137-A	Target	33.400	13.149		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	CNMP-137-A	Target	30.128	9.877		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	CNMP-137-A	Target	25.051	4.800		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	CNMP-137-A	Target	37.939	17.688		0.000	1.000	false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	CNMP-137-A	Target	28.211	7.959		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	CNMP-137-A	Target	26.718	6.466		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	CNMP-137-A	Target	34.879	14.627		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	CNMP-137-A	Target	31.826	11.574		0.000	1.000	false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	CNMP-137-A	Target	35.508	15.256		0.000	1.000	false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	CNMP-137-A	Target	31.790	11.538		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	CNMP-137-A	Target	28.535	8.283		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	CNMP-137-A	Target	34.294	14.042		0.000	1.000	false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	CNMP-137-A	Target	34.354	14.102		0.000	1.000	false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	CNMP-137-A	Target	30.698	10.446		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	CNMP-137-A	Target	27.205	6.953		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	CNMP-137-A	Target	30.761	10.509		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	CNMP-137-A	Target	33.946	13.694		0.000	1.000	false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	CNMP-137-A	Target	34.387	14.135		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	CNMP-137-A	Target	34.877	14.626		0.000	1.000	false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	CNMP-137-A	Target	36.457	16.205		0.000	1.000	false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	CNMP-137-A	Target	39.128	18.876		0.000	1.000	false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	CNMP-137-A	Target	36.075	15.823		0.000	1.000	false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	CNMP-137-A	Target	34.506	14.255		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	CNMP-137-A	Target	33.650	13.398		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	CNMP-137-A	Target	37.318	17.066		0.000	1.000	false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	CNMP-137-A	Target	31.020	10.769		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	CNMP-137-A	Target	38.078	17.826		0.000	1.000	false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	CNMP-137-A	Target	35.992	15.741		0.000	1.000	false	0/1	false				
213	Analyzed	hsa-miR-425-4380926	CNMP-137-A	Target	29.636	9.385		0.000	1.000	false	0/1	false				
214	Analyzed	hsa-miR-429-4373203	CNMP-137-A	Target	29.330	9.078		0.000	1.000	false	0/1	false				
215	Analyzed	hsa-miR-431-4395173	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
216	Analyzed	hsa-miR-433-4373205	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
217	Analyzed	hsa-miR-448-4373206	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	CNMP-137-A	Target	30.804	10.552		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	CNMP-137-A	Target	31.645	11.394		0.000	1.000	false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	CNMP-137-A	Target	31.419	11.167		0.000	1.000	false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	CNMP-137-A	Target	30.732	10.480		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	CNMP-137-A	Target	28.129	7.878		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	CNMP-137-A	Target	36.230	15.979		0.000	1.000	false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	CNMP-137-A	Target	32.626	12.375		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	CNMP-137-A	Target	32.766	12.514		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	CNMP-137-A	Target	25.853	5.602		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	CNMP-137-A	Target	35.748	15.497		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	CNMP-137-A	Target	33.330	13.078		0.000	1.000	false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	CNMP-137-A	Target	30.623	10.372		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	CNMP-137-A	Target	36.623	16.372		0.000	1.000	false	0/1	false				
236	Analyzed	hsa-miR-487b-4378102	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
237	Analyzed	hsa-miR-488-4395468	CNMP-137-A	Target	40.000	19.748				false	0/1	false				
238	Analyzed	hsa-miR-489-4395469	CNMP-137-A	Target	27.426	7.174		0.000	1.000	false	0/1	false				
